univ	ut	au	tu_au	lumc_au	leiden_au
leiden univ	000265805900034	11	0	0	3
leiden univ	000285972500006	5	0	0	4
leiden univ	000364882300017	7	0	0	3
leiden univ	000409387200001	4	0	0	0
tu delft	000322723000112	8	1	0	0
tu delft	000318164800002	7	1	0	0
tu delft	000295438800055	3	2	0	0
leiden univ	000315678800001	7	0	1	1
tu delft	000349963200004	3	2	0	0
tu delft	000345845400017	6	1	0	0
tu delft	000283971600002	3	2	0	0
leiden univ	000403419400022	14	0	0	0
leiden univ	000400304400087	6	0	0	1
tu delft	000275484500004	8	1	0	0
leiden univ	000410735600007	3	0	0	2
leiden univ	000208992800154	10	0	0	1
tu delft	000331072400007	4	1	0	0
leiden univ	000308012404384	10	0	0	6
tu delft	000387592300029	4	4	0	0
leiden univ	000318476200002	1	0	0	1
lumc	000309412700009	14	0	0	1
leiden univ	000334560400688	11	0	0	1
leiden univ	000257131100022	3	0	0	3
leiden univ	000413686500001	2	0	0	1
leiden univ	000367093800008	5	0	0	1
leiden univ	000387666900018	10	0	0	1
leiden univ	000292699300006	7	0	0	1
leiden univ	000359941902108	3	0	0	2
tu delft	000263119100003	5	5	0	0
leiden univ	000331587903311	8	0	0	1
tu delft	000411547800002	3	0	0	0
tu delft	000317328000040	4	4	0	0
leiden univ	000351173900015	2	0	0	2
leiden univ	000290386800017	4	0	0	1
leiden univ	000267449100031	6	0	0	2
tu delft	000287773200014	5	1	0	0
tu delft	000325942200006	5	5	0	0
leiden univ	000270332000021	8	0	0	1
tu delft	000367276500054	3	3	0	0
leiden univ	000208992803163	6	0	0	6
leiden univ	000292593000001	8	0	0	2
leiden univ	000311328000006	2	0	0	1
tu delft	000252477100003	1	1	0	0
tu delft	000407618600006	2	0	0	0
leiden univ	000383595500007	8	0	0	8
leiden univ	000346536800006	8	0	0	1
tu delft	000269973600002	2	1	0	0
leiden univ	000404510400009	44	0	0	1
leiden univ	000392623300007	3	0	0	1
leiden univ	000374971500010	6	0	0	1
leiden univ	000418532200007	1	0	0	1
leiden univ	000281009600094	5	0	0	5
tu delft	000310194400345	3	1	0	0
leiden univ	000367040800002	7	0	0	3
leiden univ	000414810800023	5	0	0	5
leiden univ	000215799100305	10	0	0	4
lumc	000337976800015	29	0	0	2
tu delft	000373347600008	3	2	0	0
leiden univ	000316954600090	3	0	0	3
leiden univ	000401523102507	11	0	0	7
tu delft	000364254300017	4	1	0	0
leiden univ	000309748303426	8	0	0	1
leiden univ	000360204200012	4	0	0	2
leiden univ	000415870300019	1709	0	0	1
leiden univ	000332505000001	1	0	0	1
leiden univ	000376655100002	4	0	0	4
lumc	000315637900017	6	0	0	5
leiden univ	000252645700010	6	0	0	2
leiden univ	000208906700008	4	0	0	1
tu delft	000361790000007	1	1	0	0
leiden univ	000302623900009	7	0	1	1
leiden univ	000208898500489	17	0	0	10
leiden univ	000268922400005	8	0	0	0
lumc	000312595400021	2	0	0	1
leiden univ	000251151500003	9	0	2	5
leiden univ	000340763200020	5	0	0	1
leiden univ	000313294200032	10	0	0	5
leiden univ	000255848400012	14	0	0	9
leiden univ	000418459900003	6	0	0	0
leiden univ	000292332000001	5	0	0	0
tu delft	000207905000094	4	2	0	0
tu delft	000257721300076	6	1	0	0
leiden univ	000288135000003	3	0	0	1
leiden univ	000277210600016	3	0	0	3
leiden univ	000296878700038	3	0	0	3
tu delft	000417294300001	4	0	0	0
leiden univ	000369761600033	1	0	0	1
tu delft	000372763400041	6	1	0	0
leiden univ	000356585100006	1	0	0	1
leiden univ	000402450900007	2	2	0	0
leiden univ	000330560500062	14	0	0	3
tu delft	000264768900096	7	1	0	0
tu delft	000252651600007	7	3	0	0
leiden univ	000268577000008	5	0	0	4
leiden univ	000260424100008	2	0	0	2
leiden univ	000288498100007	7	0	0	1
leiden univ	000363069200009	6	0	0	4
leiden univ	000413181401035	10	0	0	1
leiden univ	000280462800013	4	0	0	1
leiden univ	000345945700031	8	0	0	2
leiden univ	000338755600004	4	0	0	4
tu delft	000257808000019	4	2	0	0
leiden univ	000385248100001	6	0	0	1
tu delft	000379930000005	8	3	0	0
leiden univ	000337270400014	2	0	0	2
tu delft	000287739800020	4	3	0	0
leiden univ	000266218000033	8	0	0	8
tu delft	000313933300001	6	3	0	1
leiden univ	000251489400086	3	0	0	3
leiden univ	000286946700015	3	0	0	3
leiden univ	000319291600034	1	0	0	1
leiden univ	000266531400011	12	0	0	2
leiden univ	000334944200001	18	0	0	2
leiden univ	000285927500469	24	0	0	1
leiden univ	000261316500020	4	0	0	1
leiden univ	000274534300016	10	0	0	8
tu delft	000357108000027	10	1	0	0
leiden univ	000263928000013	10	0	0	3
tu delft	000324656400010	3	2	0	0
tu delft	000305435700006	7	6	0	0
leiden univ	000327313100002	17	0	0	1
tu delft	000260608000002	1	1	0	0
leiden univ	000315342200001	7	0	0	3
leiden univ	000291960200039	5	0	0	4
leiden univ	000267428100136	10	0	0	2
tu delft	000327748700014	5	3	0	0
leiden univ	000312006600003	5	0	0	5
tu delft	000344347200003	7	1	0	0
leiden univ	000258190400039	3	0	0	3
leiden univ	000356549800003	6	0	0	1
tu delft	000261906700020	3	3	0	0
tu delft	000390416800009	8	1	0	0
leiden univ	000366215500009	29	0	0	1
tu delft	000295446000024	3	2	0	0
leiden univ	000395170200012	10	0	0	2
leiden univ	000394853800001	9	0	0	1
leiden univ	000336436000014	7	0	0	7
leiden univ	000315743100001	4	0	0	1
leiden univ	000356606100008	3	0	0	3
leiden univ	000365711300010	22	0	0	2
leiden univ	000347604600021	7	0	0	1
leiden univ	000254473800068	5	0	0	0
leiden univ	000303756400056	7	0	0	1
leiden univ	000262104501268	6	0	0	2
tu delft	000391573000005	20	1	0	1
leiden univ	000366075500006	5	0	0	4
tu delft	000302956100012	5	2	0	0
leiden univ	000369004100002	4	0	0	3
leiden univ	000341076800104	14	0	0	2
leiden univ	000361043200004	3	0	0	3
leiden univ	000288770600007	4	0	0	2
leiden univ	000309189102074	7	0	0	6
tu delft	000328600000009	4	4	0	0
tu delft	000289576900005	2	2	0	0
tu delft	000363396000024	5	3	0	1
leiden univ	000270645901390	6	0	0	2
leiden univ	000378190800002	6	0	0	1
leiden univ	000299670900015	2	0	0	1
leiden univ	000273309300010	8	0	0	2
tu delft	000401076300012	1	1	0	0
tu delft	000272875100008	4	1	0	0
leiden univ	000252162700033	8	0	0	1
leiden univ	000362144000010	11	0	0	1
lumc	000355680400014	8	0	0	8
lumc	000362201100027	8	0	1	7
tu delft	000382901800006	5	2	0	0
leiden univ	000278513200010	2	0	0	1
tu delft	000284672500013	4	3	0	0
tu delft	000287668500003	6	1	0	0
leiden univ	000416832800028	9	0	0	3
leiden univ	000426353300905	4	0	0	1
leiden univ	000383927800102	5	0	0	4
leiden univ	000262782300004	8	0	0	1
tu delft	000302192800025	3	3	0	0
lumc	000416744700006	52	0	0	1
leiden univ	000287780400005	4	0	0	1
leiden univ	000266662300027	10	1	0	1
tu delft	000398651400014	2	1	0	0
leiden univ	000263856700016	4	0	0	4
leiden univ	000317834800021	10	0	0	1
tu delft	000303962500011	2	2	0	0
tu delft	000343271900020	6	4	0	0
tu delft	000313153900020	5	5	0	0
leiden univ	000395821900007	30	0	0	1
leiden univ	000340202100005	2	0	0	0
leiden univ	000373744800013	4	0	0	1
leiden univ	000269798900004	5	0	0	3
leiden univ	000350491900009	8	0	0	5
leiden univ	000399795400002	4	0	0	3
leiden univ	000356128200007	10	0	0	10
tu delft	000337248400001	1	1	0	0
leiden univ	000384034800004	6	0	0	1
tu delft	000378571400002	8	8	0	0
tu delft	000260376800020	6	1	0	0
leiden univ	000272530600008	12	0	0	1
tu delft	000368004600111	3	2	0	0
leiden univ	000256258300030	1	0	0	1
leiden univ	000285992000005	4	0	0	3
leiden univ	000346575000008	1	0	0	1
leiden univ	000393243400009	10	0	0	1
leiden univ	000341434100024	3	0	0	3
leiden univ	000278662500028	14	0	0	3
tu delft	000286790900001	2	2	0	0
tu delft	000340316500001	3	1	0	0
tu delft	000258291600008	7	1	0	0
leiden univ	000267921800005	1	0	0	1
leiden univ	000209928800310	2	0	0	1
leiden univ	000344349500036	4	0	0	4
tu delft	000296796300006	4	4	0	0
leiden univ	000280669100007	10	0	0	1
leiden univ	000291109100004	4	0	0	4
tu delft	000369908900065	5	1	0	0
leiden univ	000315172700012	1	0	0	1
leiden univ	000339104601176	7	0	0	7
leiden univ	000300628900012	3	0	0	3
leiden univ	000336840200009	3	0	0	2
tu delft	000277001700033	3	2	0	0
leiden univ	000375439400005	1	0	0	1
lumc	000370365100411	11	0	0	1
lumc	000343633200091	8	0	0	1
leiden univ	000305267300009	9	0	0	1
leiden univ	000369676600004	4	0	0	4
tu delft	000290430000001	9	2	0	0
tu delft	000292463000013	7	5	0	0
leiden univ	000298275400023	1	0	0	1
leiden univ	000399633600007	1	0	0	1
leiden univ	000290831900002	1	0	0	1
leiden univ	000293426400004	1	0	0	1
tu delft	000322750800030	4	3	0	0
leiden univ	000282955500030	1	0	0	1
leiden univ	000342699300009	9	0	0	6
leiden univ	000316279800003	2	0	0	2
leiden univ	000301975800397	8	0	0	5
leiden univ	000261035700010	5	0	0	5
leiden univ	000255254500003	8	0	0	3
tu delft	000310979400003	2	1	0	0
lumc	000404515703021	7	0	0	1
leiden univ	000352549000011	9	0	0	2
leiden univ	000413436500030	17	1	0	11
leiden univ	000331424700004	2	0	0	2
tu delft	000209348701288	9	2	0	0
tu delft	000262342600008	4	4	0	0
tu delft	000299925900004	3	2	0	0
leiden univ	000274544800028	7	0	0	1
leiden univ	000334105300001	3	0	0	2
tu delft	000410016200028	8	6	0	0
lumc	000308774100007	4	0	0	1
leiden univ	000291499600010	10	0	0	4
leiden univ	000279659700014	9	0	0	9
leiden univ	000313038300005	9	0	0	1
leiden univ	000292604800022	3	0	0	1
leiden univ	000309873900005	1	0	0	1
leiden univ	000306613900001	10	0	0	10
leiden univ	000345773500006	10	0	0	5
leiden univ	000292763000024	6	0	0	2
tu delft	000273222900001	4	2	0	0
leiden univ	000409035700026	17	0	0	8
leiden univ	000380755100010	81	0	0	1
leiden univ	000215799101639	17	0	0	1
lumc	000418423100290	7	0	0	0
tu delft	000261958000003	4	1	0	0
leiden univ	000400912500015	19	0	0	1
leiden univ	000343140500060	12	0	0	2
leiden univ	000314208800001	1	0	0	1
leiden univ	000208826501403	7	0	0	1
leiden univ	000373583900007	6	0	0	1
leiden univ	000324535200003	5	0	0	2
tu delft	000276154300004	5	2	0	0
tu delft	000269096800007	3	3	0	0
leiden univ	000285418400003	76	0	0	1
leiden univ	000315989800004	9	0	0	0
leiden univ	000398812100007	13	0	0	6
tu delft	000277778200003	3	3	0	0
leiden univ	000363601100004	2	0	0	1
leiden univ	000281527200040	42	0	0	2
leiden univ	000253730000020	5	0	0	1
leiden univ	000351912700008	2	0	0	2
tu delft	000208735300002	3	2	0	0
leiden univ	000262992800001	5	0	0	1
leiden univ	000390283900001	16	1	0	0
leiden univ	000341215600022	9	0	0	2
leiden univ	000366540500025	13	0	0	1
leiden univ	000372525100009	4	0	0	2
tu delft	000349269200002	4	3	0	0
leiden univ	000253453900008	5	0	0	1
leiden univ	000264304200007	28	0	0	3
leiden univ	000363061500017	19	0	0	1
leiden univ	000349467000127	5	0	0	4
leiden univ	000254754300015	13	0	0	3
leiden univ	000267699200107	1	0	0	0
tu delft	000252862900083	3	1	0	0
leiden univ	000385057900049	5	1	0	3
leiden univ	000307671301347	7	0	0	6
lumc	000334353500017	12	0	0	1
tu delft	000363486500006	7	6	0	0
leiden univ	000263074900010	14	0	0	5
leiden univ	000336488000002	4	0	0	4
leiden univ	000355348300003	3	0	0	1
lumc	000308774100009	6	0	0	2
tu delft	000269592200004	4	3	0	0
leiden univ	000284508300005	13	0	0	8
tu delft	000304522100026	6	1	0	0
leiden univ	000335107300004	4	0	0	2
leiden univ	000279766800031	4	0	0	1
tu delft	000331947600008	2	1	0	0
leiden univ	000320444200103	7	0	0	1
tu delft	000290020500006	3	3	0	0
tu delft	000393687400030	5	5	0	0
tu delft	000285039400002	4	4	0	0
leiden univ	000258201600006	4	0	0	1
leiden univ	000374616400007	4	0	0	3
leiden univ	000397091600003	5	0	0	1
tu delft	000371138500020	2	2	0	0
leiden univ	000296265500070	6	0	0	6
leiden univ	000309748302090	6	0	0	2
leiden univ	000332489100173	7	0	0	1
leiden univ	000377705900035	16	0	0	4
lumc	000313810700002	7	0	0	5
tu delft	000260540600008	6	1	0	0
tu delft	000300939800007	4	1	0	0
leiden univ	000274260200076	7	0	0	6
leiden univ	000413382400010	2	0	0	1
leiden univ	000208539401113	4	0	0	2
tu delft	000332940800021	4	3	0	0
tu delft	000259512900008	7	3	0	0
leiden univ	000298871700005	9	0	0	3
tu delft	000376092900009	8	1	0	1
tu delft	000316023000004	4	2	0	0
leiden univ	000275181900011	20	0	0	9
tu delft	000379015200013	5	5	0	0
leiden univ	000342830902126	7	0	0	1
tu delft	000346150400002	21	1	0	0
tu delft	000333460500006	6	2	0	0
leiden univ	000271759000013	17	0	0	3
leiden univ	000327304400007	3	0	0	1
leiden univ	000291315600007	5	0	0	2
tu delft	000297252800015	3	2	0	0
lumc	000257620600166	8	0	0	2
leiden univ	000301395500027	2	0	0	1
leiden univ	000208992801110	10	0	0	7
leiden univ	000398590400094	9	0	0	5
leiden univ	000270927900015	5	0	0	2
tu delft	000406542000007	4	4	0	0
leiden univ	000311390800004	7	0	0	5
leiden univ	000331387500010	8	0	0	1
leiden univ	000393975800015	12	0	0	2
tu delft	000372774300001	2	2	0	0
tu delft	000293723300006	4	2	0	0
tu delft	000287937500002	2	1	0	0
leiden univ	000329377700159	7	0	0	1
leiden univ	000398196800110	6	0	0	6
leiden univ	000298591100017	12	0	0	6
leiden univ	000411533200009	1	0	0	1
leiden univ	000319107400077	7	0	0	1
tu delft	000295566200006	3	2	0	0
leiden univ	000325423500167	6	0	0	2
leiden univ	000311307300013	10	0	0	10
leiden univ	000292394800008	15	0	0	3
tu delft	000412070600079	2	2	0	0
leiden univ	000297621500418	10	0	1	7
leiden univ	000291221300003	1	0	0	1
tu delft	000326361900010	4	1	0	0
leiden univ	000302135200016	12	0	0	1
leiden univ	000272934800021	6	0	0	1
leiden univ	000306925700007	18	0	0	1
tu delft	000358303700005	2	1	0	0
leiden univ	000377415900016	5	0	0	3
leiden univ	000337787000017	2	0	0	1
tu delft	000418648800032	4	3	0	0
lumc	000308897200093	5	0	0	2
leiden univ	000260684100010	9	0	0	1
leiden univ	000296115500029	9	0	0	3
tu delft	000354906000031	7	1	0	0
leiden univ	000332313400001	1	0	0	1
leiden univ	000325501300005	18	0	0	3
tu delft	000303905600003	5	2	0	0
leiden univ	000291325900017	5	0	0	1
leiden univ	000354619100057	6	0	0	5
leiden univ	000369950701265	9	0	0	1
leiden univ	000254750400031	3	0	0	2
leiden univ	000402510700008	9	9	0	0
tu delft	000312246900017	7	1	0	0
leiden univ	000356361700010	3	0	0	1
lumc	000344384901101	25	0	0	3
tu delft	000310169900004	2	1	0	0
leiden univ	000367003500001	2	0	0	1
leiden univ	000315747000006	16	0	0	2
leiden univ	000390364800003	6	0	0	1
tu delft	000413091700003	4	3	0	0
leiden univ	000264618900010	9	0	0	1
tu delft	000267497400001	1	1	0	0
leiden univ	000334778400016	7	0	0	2
tu delft	000332448800010	7	1	0	0
leiden univ	000275752400032	6	0	0	1
leiden univ	000416251500009	4	0	0	2
tu delft	000329288400007	2	1	0	0
leiden univ	000294065200034	3	0	0	1
tu delft	000336026000024	5	1	0	0
leiden univ	000255769600001	1	0	0	1
leiden univ	000281827800019	1	0	0	1
leiden univ	000392038400013	9	0	0	2
leiden univ	000285581500054	5	0	0	2
leiden univ	000403147000014	4	0	0	4
leiden univ	000261236900006	8	0	0	5
tu delft	000329025000014	2	2	0	0
leiden univ	000389624400056	11	0	0	2
leiden univ	000330537000018	8	0	0	1
tu delft	000365094700018	2	2	0	0
tu delft	000291896000033	5	5	0	0
leiden univ	000400530300005	8	0	0	8
tu delft	000415175400003	4	3	0	0
leiden univ	000274378400018	4	0	0	2
tu delft	000338176100023	4	3	0	0
leiden univ	000254916500025	3	0	0	1
tu delft	000311463000007	2	2	0	0
tu delft	000286677100003	3	1	0	0
leiden univ	000267743700015	6	0	0	1
leiden univ	000344384903003	9	0	0	5
leiden univ	000291695100837	10	0	0	10
leiden univ	000296562900019	10	0	0	2
lumc	000326843603322	7	0	0	5
tu delft	000320620400056	5	1	0	0
leiden univ	000377631000063	13	0	0	11
tu delft	000366771200005	4	1	0	0
leiden univ	000272497900008	10	0	0	1
tu delft	000265642000013	4	4	0	0
leiden univ	000382251900024	4	0	0	3
lumc	000342926000209	7	0	0	2
leiden univ	000394488400002	4	0	0	2
leiden univ	000325163600004	7	0	0	7
leiden univ	000303334000018	1	0	0	1
leiden univ	000323870800018	2	0	0	2
leiden univ	000344384901138	7	0	0	7
leiden univ	000258829300004	6	0	0	3
leiden univ	000326274100026	8	0	0	1
tu delft	000356313900001	2	1	0	0
tu delft	000336020900026	4	2	0	0
leiden univ	000276756900546	8	0	0	4
tu delft	000290618400005	3	3	0	0
leiden univ	000385231600044	2	0	0	0
leiden univ	000343336200006	6	0	0	1
leiden univ	000343690900003	3	0	0	3
tu delft	000416530300030	4	1	0	0
leiden univ	000253007200006	3	0	0	3
leiden univ	000306161500009	3	0	0	3
leiden univ	000304978700010	3	0	0	3
leiden univ	000400777400010	10	0	0	1
tu delft	000381950800036	3	1	0	0
tu delft	000334521700005	4	1	0	0
leiden univ	000299924500015	4	0	0	4
leiden univ	000369734100010	9	0	0	6
tu delft	000285840100029	3	3	0	0
tu delft	000396545800002	2	2	0	0
leiden univ	000332823000010	6	0	0	6
tu delft	000268896600017	2	1	0	0
leiden univ	000337033200001	3	0	0	2
tu delft	000264768600044	3	1	0	0
tu delft	000412604300023	3	1	0	0
leiden univ	000355674300006	15	0	0	3
leiden univ	000263913100009	4	0	0	1
leiden univ	000401523102094	7	0	0	1
leiden univ	000271857500001	7	0	0	6
leiden univ	000307477600024	8	0	0	2
leiden univ	000299779500018	1	0	0	1
tu delft	000306361804028	5	2	0	0
tu delft	000323887500019	12	1	0	0
leiden univ	000285471100059	1	0	0	1
leiden univ	000409439900051	24	0	0	1
leiden univ	000282007900020	21	0	0	3
tu delft	000255092300022	7	3	0	1
tu delft	000394920600007	4	3	0	0
leiden univ	000382336700155	10	1	0	1
leiden univ	000322129400001	5	0	0	2
leiden univ	000309881200029	9	0	0	6
tu delft	000403569700022	3	1	0	0
tu delft	000304129100006	7	5	0	0
leiden univ	000360925800003	4	0	0	1
leiden univ	000297621503109	9	0	0	2
tu delft	000367477500002	4	1	0	0
leiden univ	000308774100009	6	0	0	2
lumc	000291175200004	4	0	0	1
leiden univ	000390095400014	13	0	0	2
tu delft	000277310800015	4	2	0	0
leiden univ	000279670700011	4	0	0	1
tu delft	000347687100001	6	6	0	0
leiden univ	000356426905403	6	0	0	5
leiden univ	000403342200005	5	0	0	0
tu delft	000413037400055	6	2	0	0
leiden univ	000282291600024	2	0	0	1
leiden univ	000318679900015	6	0	0	3
leiden univ	000353452900004	74	0	0	5
tu delft	000339170100007	1	1	0	0
leiden univ	000327755500026	7	0	0	1
leiden univ	000400973300021	7	0	0	5
leiden univ	000291609600008	4	0	0	1
leiden univ	000339622900015	10	0	0	3
tu delft	000395512300008	3	2	0	0
tu delft	000332277500004	2	2	0	0
tu delft	000332951100007	7	1	0	0
leiden univ	000312041600034	6	0	0	1
tu delft	000308513500036	2	1	0	0
leiden univ	000360768400001	2	0	0	2
leiden univ	000254295600005	7	0	0	7
leiden univ	000344384901118	9	0	0	2
leiden univ	000286458400175	6	0	0	2
leiden univ	000346740700018	13	0	0	1
leiden univ	000265447400004	5	2	0	0
leiden univ	000338123700014	6	2	0	4
leiden univ	000327922900004	8	0	0	1
leiden univ	000370976200017	9	0	0	1
tu delft	000317466000033	2	2	0	0
leiden univ	000315093100013	2	0	0	1
tu delft	000353746400017	7	4	0	0
leiden univ	000324570900019	45	0	0	2
lumc	000359739400154	4	0	0	1
leiden univ	000252308900008	4	0	0	2
leiden univ	000408819000015	5	0	0	1
lumc	000348841900337	6	0	1	4
leiden univ	000315012000013	1	0	0	1
tu delft	000374363800012	11	11	0	0
tu delft	000347739200003	3	2	0	0
tu delft	000406250200001	15	1	0	0
leiden univ	000331833602538	6	0	0	1
lumc	000368020100123	23	0	0	1
leiden univ	000296144800010	2	0	0	2
lumc	000383406400002	5	0	0	1
leiden univ	000378054800034	2	0	0	2
leiden univ	000253191100039	7	0	0	2
lumc	000368020104105	20	0	0	1
leiden univ	000207957101473	8	0	0	5
tu delft	000262168000057	2	1	0	0
tu delft	000382498800003	3	3	0	0
leiden univ	000349657300005	4	0	0	3
leiden univ	000311595100020	10	0	0	3
leiden univ	000307319600069	1	0	0	1
leiden univ	000363600100006	7	1	0	0
tu delft	000309850100008	3	1	0	0
leiden univ	000316536900011	1	0	0	1
leiden univ	000318040200006	7	0	0	4
leiden univ	000423235205188	9	0	0	1
leiden univ	000377122800004	4	0	0	2
leiden univ	000208992800167	7	0	0	6
leiden univ	000383869500166	7	0	0	7
leiden univ	000357122600010	6	0	0	4
leiden univ	000287129700006	6	0	0	1
leiden univ	000305892100001	129	0	0	4
tu delft	000286303900007	3	1	0	0
leiden univ	000351515900009	8	0	0	5
leiden univ	000328521300005	200	0	0	2
leiden univ	000337296700027	9	0	0	6
leiden univ	000331225100903	2	0	0	2
leiden univ	000340473800002	7	0	0	3
leiden univ	000389418100007	4	0	0	4
tu delft	000299798500011	4	4	0	0
leiden univ	000390116100014	13	0	0	1
leiden univ	000208762004093	3	0	0	2
tu delft	000252890700094	3	3	0	0
leiden univ	000384818801280	6	0	0	1
leiden univ	000333945900001	2	0	0	1
leiden univ	000295768300002	4	0	0	4
leiden univ	000274711600037	8	0	0	8
leiden univ	000404881200013	5	4	0	0
leiden univ	000294446600037	11	0	0	2
tu delft	000354729100015	5	1	0	0
leiden univ	000380729200016	10	0	0	2
tu delft	000351966900005	6	1	0	0
leiden univ	000269575200001	2	0	0	0
leiden univ	000271056800001	2	0	0	2
tu delft	000344544700003	4	2	0	0
leiden univ	000293576800015	11	1	0	1
tu delft	000353511100004	2	2	0	0
leiden univ	000389587100229	9	0	0	5
leiden univ	000298293800023	2	0	0	1
leiden univ	000302815500014	5	0	0	5
tu delft	000265639800001	4	1	0	0
tu delft	000342333800005	3	0	0	0
leiden univ	000346919804099	15	0	0	1
leiden univ	000374916000008	9	0	0	9
leiden univ	000260047300278	4	0	0	4
