Source;Target;Weight
31838837;7562837;1
40802382;7562837;1
43336620;7562837;1
10137083;7684539;1
24594097;7684539;1
2912495;7738957;1
5278796;7738957;6
8945594;7738957;1
13571018;7738957;4
30511487;7738957;1
47207948;7738957;6
2748882;7757458;1
9965378;7757458;1
26007041;7757458;1
33029607;7757458;2
45909140;7757458;3
333740;7814328;6
353348;7814328;5
3590071;7814328;1
5278796;7814328;2
17296857;7814328;4
21312875;7814328;1
30511487;7814328;5
36871407;7814328;10
44022264;7814328;2
47207948;7814328;8
26366328;7888026;1
37518071;7888026;1
9965378;7945469;2
18849915;7957654;1
36240411;8010345;1
24456143;8018297;1
33145652;8018297;1
38769181;8018297;1
3590071;8106965;1
4743381;8106965;13
5278796;8106965;13
8686792;8106965;13
9724845;8106965;13
13571018;8106965;3
25382981;8106965;2
33209862;8106965;1
35538177;8106965;12
36871407;8106965;14
47207948;8106965;2
11065923;8113069;1
17112318;8113069;3
28066237;8113069;1
32032263;8113069;1
37566358;8113069;1
42523832;8113069;1
9911082;8120855;1
846553;8122767;1
7081877;8122767;4
8203622;8122767;4
15619368;8122767;3
19984191;8122767;1
4583474;8161746;1
4696200;8161746;1
12016614;8161746;1
12305327;8161746;3
12438964;8161746;1
15957052;8161746;1
24702457;8161746;3
26913849;8161746;1
28148757;8161746;1
36411658;8161746;1
37459221;8161746;1
40649659;8161746;2
45133982;8161746;1
49523218;8161746;3
28148757;8187254;1
51207757;8187254;1
846553;8203622;1
7081877;8203622;7
8122767;8203622;4
14871151;8203622;2
15619368;8203622;10
16074261;8203622;3
19984191;8203622;1
22517889;8203622;2
27923347;8203622;1
42230848;8203622;1
44819160;8203622;4
45909140;8232463;2
3773778;8242359;1
4583474;8242359;3
14016353;8242359;1
27923347;8242359;3
28645103;8242359;1
32351625;8242359;1
33069430;8242359;1
33177577;8242359;1
34120426;8242359;1
34642681;8242359;1
40151615;8242359;3
41906322;8242359;1
44962178;8242359;1
45840200;8242359;3
47063312;8242359;1
47207948;8242359;2
49303437;8242359;2
50456911;8242359;2
18028259;8292054;1
19417504;8292054;1
782890;8313728;1
35581903;8356484;2
37518071;8356484;2
42599381;8356484;3
23125754;8364104;4
28467112;8364104;4
23479563;8443331;1
26091829;8443331;1
28723146;8443331;1
29018148;8484325;1
44778179;8484325;1
50922292;8484325;1
34961050;8590567;4
46055151;8590567;1
6368575;8620342;1
19867449;8623276;1
35581903;8623276;7
45166464;8623276;1
18532508;8626806;1
21207945;8626806;1
3590071;8686792;1
4743381;8686792;13
5278796;8686792;14
8106965;8686792;13
9724845;8686792;14
35538177;8686792;12
36871407;8686792;14
20100013;8728702;1
35013997;8728702;1
51027347;8737057;1
3275918;8737593;1
3425617;8751062;1
542827;8844786;2
6783901;8844786;1
28156686;8844786;3
34768967;8844786;1
36461651;8844786;1
51180691;8844786;1
21069921;8907855;1
35581903;8907855;1
45970047;8907855;1
5278796;8945594;5
7738957;8945594;1
34499508;8945594;1
47207948;8945594;5
50760180;8954035;1
12526018;9206413;1
34358555;9285576;2
18011831;9349736;1
32076167;9349736;1
5278796;9434070;4
20325679;9434070;4
47207948;9434070;4
32190040;9462584;1
40248925;9462584;1
11584892;9464165;2
28135860;9464165;2
9917440;9480122;2
26780395;9480122;3
32039425;9480122;3
44232633;9480122;3
10136082;9591136;1
26424360;9640002;1
31922818;9640002;5
48865804;9640002;1
16736065;9707382;1
18249931;9707382;1
32290124;9707382;1
3590071;9724845;4
3904602;9724845;3
4743381;9724845;13
5278796;9724845;14
8106965;9724845;13
8686792;9724845;14
35538177;9724845;12
36871407;9724845;14
47207948;9724845;3
1409014;9753754;1
28066237;9753754;1
4611476;9784161;1
29257923;9784161;1
27603060;9810722;2
37518071;9810722;2
10123112;9848622;1
26631063;9848622;1
41546472;9848622;1
10484641;9857139;1
8120855;9911082;1
24761845;9911082;1
25897024;9911082;1
9480122;9917440;2
32039425;9917440;1
44232633;9917440;1
7757458;9965378;1
7945469;9965378;2
45909140;9965378;1
9848622;10123112;1
26631063;10123112;1
41546472;10123112;1
26631063;10128380;2
48988293;10128380;2
9591136;10136082;1
7684539;10137083;1
27923347;10137083;1
29183352;10137083;3
14104070;10137088;1
27923347;10137088;1
2532878;10152598;1
3590071;10152598;1
5278796;10152598;1
13571018;10152598;1
17115721;10152598;1
26625669;10152598;1
28148757;10152598;1
28910060;10152598;1
41444151;10152598;1
49749861;10152598;1
17115721;10156104;2
26294548;10156104;1
27923347;10156104;1
28148757;10156104;1
28535366;10156104;1
40151615;10156104;2
43223631;10156104;2
3425617;10172665;1
15619368;10172665;2
26294548;10172665;2
28665326;10172665;1
33409048;10172665;2
33801409;10172665;2
40151615;10172665;2
45840200;10172665;2
3590071;10173125;1
22073776;10173125;1
